device,precision,recall,f1
Amazon Echo,1.0,0.9975490196078431,0.9987730061349693
Android Phone 2,0.8910505836575876,0.8807692307692307,0.8858800773694391
Belkin Wemo switch,0.9886039886039886,0.9971264367816092,0.9928469241773963
Belkin wemo motion sensor,0.997639653815893,0.990625,0.9941199529596236
Dropcam,1.0,1.0,1.0
HP Printer,1.0,1.0,1.0
Laptop,0.9992818671454219,1.0,0.9996408045977011
Netatmo Welcome,0.9942857142857143,1.0,0.997134670487106
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8582089552238806,1.0,0.9236947791164659
Samsung Galaxy Tab,0.927570093457944,0.8901345291479821,0.9084668192219679
Samsung SmartCam,0.9994887525562373,1.0,0.9997443109179238
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,1.0,0.99375,0.9968652037617555
TP-Link Smart plug,1.0,1.0,1.0
TPLink Router Bridge LAN,1.0,0.9998309668695065,0.9999154762910997
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,0.9982964224872232,1.0,0.9991474850809889
