device,precision,recall,f1
Amazon Echo,0.9344501092498179,0.9801375095492743,0.9567486950037286
Android Phone 2,0.6666666666666666,0.72,0.6923076923076923
Belkin Wemo switch,0.5287789133942981,0.6927413671599718,0.5997559487492373
Belkin wemo motion sensor,0.5916919959473151,0.39273705447209145,0.4721099434114794
Dropcam,0.9989468141126909,1.0,0.9994731296101159
HP Printer,0.9644908616187989,0.9501028806584362,0.9572428090178803
Laptop,0.8636363636363636,1.0,0.926829268292683
Netatmo Welcome,0.9832285115303984,0.9563621533442088,0.9696092619392185
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8959131545338442,0.953125,0.923633969716919
Samsung Galaxy Tab,0.9906962785114045,0.9598720558301832,0.9750406143848767
Samsung SmartCam,0.9462295081967214,0.969758064516129,0.9578493196150016
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.913109756097561,0.9265274555297757,0.9197696737044145
TP-Link Smart plug,0.9711465451784358,1.0,0.985362095531587
TPLink Router Bridge LAN,0.9996406755300036,1.0,0.9998203054806828
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
