device,precision,recall,f1
Amazon Echo,0.9898477157360406,0.9535452322738386,0.9713574097135741
Android Phone 2,0.4861111111111111,0.26717557251908397,0.3448275862068966
Belkin Wemo switch,0.9532163742690059,0.9349904397705545,0.944015444015444
Belkin wemo motion sensor,0.9172821270310192,0.968798751950078,0.9423368740515933
Dropcam,1.0,1.0,1.0
HP Printer,1.0,0.9829059829059829,0.9913793103448276
Laptop,0.9644970414201184,0.9361091170136396,0.9500910746812387
Netatmo Welcome,1.0,1.0,1.0
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.7972972972972973,1.0,0.8872180451127819
Samsung Galaxy Tab,0.8255813953488372,0.3169642857142857,0.45806451612903226
Samsung SmartCam,0.9929006085192698,1.0,0.9964376590330789
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,1.0,0.9876543209876543,0.9937888198757764
TP-Link Smart plug,0.45161290322580644,0.875,0.5957446808510638
TPLink Router Bridge LAN,0.9669232028819388,0.9979719452425215,0.9822022621423819
Triby Speaker,0.9803921568627451,1.0,0.9900990099009901
Withings Smart Baby Monitor,0.9932432432432432,1.0,0.9966101694915255
