device,precision,recall,f1
Amazon Echo,1.0,1.0,1.0
Android Phone 2,0.45,0.5294117647058824,0.4864864864864865
Belkin Wemo switch,0.9904761904761905,1.0,0.9952153110047847
Belkin wemo motion sensor,1.0,1.0,1.0
Dropcam,1.0,1.0,1.0
HP Printer,0.9787234042553191,1.0,0.989247311827957
Laptop,0.9350180505415162,0.9316546762589928,0.9333333333333333
Netatmo Welcome,1.0,0.9903846153846154,0.9951690821256038
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.88,1.0,0.9361702127659575
Samsung Galaxy Tab,0.9111111111111111,0.4659090909090909,0.6165413533834586
Samsung SmartCam,0.9974424552429667,1.0,0.998719590268886
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.96875,1.0,0.9841269841269841
TP-Link Smart plug,0.3125,1.0,0.47619047619047616
TPLink Router Bridge LAN,0.9924433249370277,0.9991546914623838,0.995787700084246
Triby Speaker,0.9047619047619048,1.0,0.95
Withings Smart Baby Monitor,1.0,1.0,1.0
