device,precision,recall,f1
Amazon Echo,1.0,0.9984726995036274,0.9992357661444402
Android Phone 2,0.13445378151260504,0.96,0.23587223587223588
Belkin Wemo switch,0.5930448632864348,0.7868967946460022,0.6763548289433848
Belkin wemo motion sensor,0.7190226876090751,0.4154621848739496,0.5266297400937366
Dropcam,1.0,1.0,1.0
HP Printer,0.9722658294086866,0.9555155566983801,0.9638179224484502
Laptop,0.9259259259259259,0.9868421052631579,0.9554140127388535
Netatmo Welcome,0.999796126401631,1.0,0.9998980528086451
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.852125147579693,0.9806385869565217,0.9118761844598863
Samsung Galaxy Tab,0.9980124929017604,0.511049723756906,0.6759615384615385
Samsung SmartCam,0.9996640913671482,1.0,0.9998320174701831
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9390199637023593,1.0,0.9685511044552602
TP-Link Smart plug,0.47458256029684603,1.0,0.6436839456467036
TPLink Router Bridge LAN,1.0,0.9994609164420485,0.9997303855486654
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
