device,precision,recall,f1
Amazon Echo,0.9975490196078431,0.9975490196078431,0.9975490196078431
Android Phone 2,0.7916666666666666,0.8769230769230769,0.8321167883211679
Belkin Wemo switch,1.0,1.0,1.0
Belkin wemo motion sensor,0.9968847352024922,1.0,0.9984399375975039
Dropcam,1.0,1.0,1.0
HP Printer,1.0,1.0,1.0
Laptop,1.0,1.0,1.0
Netatmo Welcome,0.9961832061068703,1.0,0.9980879541108987
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8405797101449275,1.0,0.9133858267716536
Samsung Galaxy Tab,0.9179487179487179,0.8026905829596412,0.8564593301435407
Samsung SmartCam,0.9979591836734694,1.0,0.9989785495403473
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,1.0,1.0,1.0
TP-Link Smart plug,0.9375,1.0,0.967741935483871
TPLink Router Bridge LAN,1.0,0.9996619337390128,0.9998309382924767
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,0.9965870307167235,0.9982905982905983
