device,precision,recall,f1
Amazon Echo,1.0,0.9984726995036274,0.9992357661444402
Android Phone 2,0.24509803921568626,1.0,0.3937007874015748
Belkin Wemo switch,0.5719745222929936,0.7907713983797112,0.6638083973979894
Belkin wemo motion sensor,0.6929872998343457,0.4218487394957983,0.5244463017133305
Dropcam,1.0,1.0,1.0
HP Printer,0.9766526757607555,0.957315505271278,0.9668874172185431
Laptop,0.974025974025974,0.9868421052631579,0.9803921568627451
Netatmo Welcome,0.9985746283852576,1.0,0.9992868059093225
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8923991241789178,0.9690896739130435,0.9291646311675623
Samsung Galaxy Tab,0.9937174379405455,0.9428612968886304,0.9676216054908983
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9390804597701149,0.9474294549671434,0.9432364825861074
TP-Link Smart plug,0.9711465451784358,1.0,0.985362095531587
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,0.9988822652757079,0.9994408201304753
