device,precision,recall,f1
Amazon Echo,1.0,0.9948559670781894,0.997421351211965
Android Phone 2,0.7017543859649122,1.0,0.8247422680412371
Belkin Wemo switch,0.6175942549371634,0.8,0.6970618034447822
Belkin wemo motion sensor,0.7388724035608308,0.5521064301552107,0.631979695431472
Dropcam,0.9997357293868921,1.0,0.9998678472313995
HP Printer,0.8990384615384616,0.9303482587064676,0.9144254278728606
Laptop,0.8333333333333334,0.7971014492753623,0.8148148148148148
Netatmo Welcome,0.9857414448669202,0.9971153846153846,0.9913957934990439
Netatmo weather station,0.9948717948717949,1.0,0.9974293059125964
PIX-STAR Photo-frame,0.8449612403100775,0.9396551724137931,0.889795918367347
Samsung Galaxy Tab,0.9257142857142857,0.7330316742081447,0.8181818181818182
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9712643678160919,0.8535353535353535,0.9086021505376344
TP-Link Smart plug,0.6086956521739131,0.9333333333333333,0.7368421052631579
TPLink Router Bridge LAN,1.0,0.9978432782171099,0.998920474991004
Triby Speaker,0.9852941176470589,0.9640287769784173,0.9745454545454545
Withings Smart Baby Monitor,1.0,0.9984662576687117,0.9992325402916347
