device,precision,recall,f1
Amazon Echo,1.0,0.9980908743795341,0.9990445251289891
Android Phone 2,0.18181818181818182,0.96,0.3057324840764331
Belkin Wemo switch,0.6483570377636096,0.9313138429024305,0.7644932774324129
Belkin wemo motion sensor,0.8481901674770395,0.5277310924369748,0.6506423539162868
Dropcam,0.9997365648050579,1.0,0.9998682650507179
HP Printer,0.9962069899756164,0.9454872717922345,0.9701846965699208
Laptop,0.9864864864864865,0.9605263157894737,0.9733333333333334
Netatmo Welcome,0.9997960848287113,0.9997960848287113,0.9997960848287113
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8449367088607594,0.9976222826086957,0.9149532710280374
Samsung Galaxy Tab,0.996861060631092,0.8772899098575168,0.933261155363081
Samsung SmartCam,1.0,0.9979838709677419,0.9989909182643795
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,1.0,0.9996134518747584,0.9998066885752948
TP-Link Smart plug,0.9356254572055597,1.0,0.9667422524565382
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,0.9996274217585693,0.999813676169182
