device,precision,recall,f1
Amazon Echo,0.9877175025588536,0.992798353909465,0.9902514109799897
Android Phone 2,0.7714285714285715,0.675,0.72
Belkin Wemo switch,0.56,0.7162790697674418,0.6285714285714286
Belkin wemo motion sensor,0.5672043010752689,0.4678492239467849,0.5127582017010935
Dropcam,0.9997357293868921,1.0,0.9998678472313995
HP Printer,0.8677884615384616,0.8980099502487562,0.882640586797066
Laptop,0.7866666666666666,0.855072463768116,0.8194444444444444
Netatmo Welcome,0.979757085020243,0.9307692307692308,0.9546351084812623
Netatmo weather station,0.9897959183673469,1.0,0.9948717948717949
PIX-STAR Photo-frame,0.7686567164179104,0.8879310344827587,0.824
Samsung Galaxy Tab,0.8723404255319149,0.7420814479638009,0.8019559902200489
Samsung SmartCam,0.9528301886792453,0.9477211796246648,0.9502688172043011
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9281767955801105,0.8484848484848485,0.8865435356200527
TP-Link Smart plug,0.6666666666666666,0.9777777777777777,0.7927927927927928
TPLink Router Bridge LAN,0.9989228007181329,1.0,0.9994611101131669
Triby Speaker,0.9927007299270073,0.9784172661870504,0.9855072463768116
Withings Smart Baby Monitor,0.9992325402916347,0.9984662576687117,0.998849252013809
