device,precision,recall,f1
Amazon Echo,1.0,0.9984709480122325,0.9992348890589136
Android Phone 2,0.0967741935483871,1.0,0.17647058823529413
Belkin Wemo switch,0.6534260178748759,0.9280677009873061,0.7668997668997669
Belkin wemo motion sensor,0.854389721627409,0.5370121130551817,0.6595041322314049
Dropcam,1.0,1.0,1.0
HP Printer,0.9935344827586207,0.948559670781893,0.9705263157894737
Laptop,1.0,1.0,1.0
Netatmo Welcome,1.0,1.0,1.0
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8596491228070176,0.998641304347826,0.9239472030169704
Samsung Galaxy Tab,0.9979094076655052,0.83304246655032,0.9080532656943564
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9953703703703703,0.9984520123839009,0.9969088098918083
TP-Link Smart plug,0.8962131837307152,1.0,0.9452662721893491
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
