device,precision,recall,f1
Amazon Echo,0.9963898916967509,0.989247311827957,0.9928057553956835
Android Phone 2,0.5555555555555556,0.5555555555555556,0.5555555555555556
Belkin Wemo switch,0.562962962962963,0.7378640776699029,0.6386554621848739
Belkin wemo motion sensor,0.6631578947368421,0.5625,0.6086956521739131
Dropcam,1.0,1.0,1.0
HP Printer,0.8725490196078431,0.8640776699029126,0.8682926829268293
Laptop,0.7222222222222222,0.8125,0.7647058823529411
Netatmo Welcome,0.9851485148514851,0.9754901960784313,0.9802955665024631
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.6666666666666666,0.32432432432432434,0.43636363636363634
Samsung Galaxy Tab,0.6164383561643836,0.7758620689655172,0.6870229007633588
Samsung SmartCam,0.8867924528301887,0.94,0.912621359223301
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9743589743589743,0.7307692307692307,0.8351648351648352
TP-Link Smart plug,0.8,1.0,0.8888888888888888
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,0.9130434782608695,0.9545454545454546
Withings Smart Baby Monitor,1.0,0.9937888198757764,0.9968847352024922
