device,precision,recall,f1
Amazon Echo,1.0,0.9980908743795341,0.9990445251289891
Android Phone 2,0.18796992481203006,1.0,0.31645569620253167
Belkin Wemo switch,0.6640820410205103,0.9351884466361395,0.7766564282580078
Belkin wemo motion sensor,0.8984074684239429,0.5499159663865546,0.6822351959966639
Dropcam,0.9994732683697656,1.0,0.9997365648050579
HP Printer,0.997615894039735,0.9683723322190795,0.982776617954071
Laptop,0.8222222222222222,0.9736842105263158,0.891566265060241
Netatmo Welcome,0.9997960016319869,0.9993882544861338,0.9995920864776667
Netatmo weather station,0.9991536182818451,1.0,0.9995766299745978
PIX-STAR Photo-frame,0.8225761385861973,1.0,0.9026521539169094
Samsung Galaxy Tab,0.9981006647673314,0.45841814480953763,0.6282753810899672
Samsung SmartCam,1.0,0.998991935483871,0.9994957135653051
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9988416988416988,1.0,0.9994205138110875
TP-Link Smart plug,0.4629026420557365,1.0,0.6328550222662048
TPLink Router Bridge LAN,1.0,0.9994609164420485,0.9997303855486654
Triby Speaker,0.9996134518747584,1.0,0.9998066885752948
Withings Smart Baby Monitor,1.0,1.0,1.0
