device,precision,recall,f1
Amazon Echo,0.9800766283524904,0.9770817417876242,0.9785768936495792
Android Phone 2,0.22826086956521738,0.84,0.358974358974359
Belkin Wemo switch,0.5568378534333526,0.6800563777307963,0.6123096446700508
Belkin wemo motion sensor,0.6339737108190091,0.42165433759246806,0.5064620355411955
Dropcam,1.0,1.0,1.0
HP Printer,0.977552111170497,0.940843621399177,0.9588466579292267
Laptop,0.8222222222222222,0.9736842105263158,0.891566265060241
Netatmo Welcome,0.9691382765531062,0.9861337683523654,0.9775621588841722
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8815461346633416,0.9605978260869565,0.9193758127438232
Samsung Galaxy Tab,0.9918669131238448,0.7801686536783948,0.8733723958333334
Samsung SmartCam,0.9645203679369251,0.9865591397849462,0.9754152823920266
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9187817258883249,0.979891724671307,0.9483532934131736
TP-Link Smart plug,0.6706869428421605,1.0,0.802887633396108
TPLink Router Bridge LAN,1.0,0.998921639108555,0.9994605286818917
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,0.9992553983618764,1.0,0.9996275605214152
