device,precision,recall,f1
Amazon Echo,1.0,0.9923954372623575,0.9961832061068703
Android Phone 2,0.7407407407407407,1.0,0.851063829787234
Belkin Wemo switch,0.6342412451361867,0.7836538461538461,0.7010752688172043
Belkin wemo motion sensor,0.7096774193548387,0.584070796460177,0.6407766990291263
Dropcam,0.9984143763213531,1.0,0.9992065591113463
HP Printer,0.895,0.9179487179487179,0.9063291139240506
Laptop,0.8285714285714286,0.8529411764705882,0.8405797101449275
Netatmo Welcome,0.9982456140350877,0.9964973730297724,0.9973707274320771
Netatmo weather station,0.98989898989899,0.98989898989899,0.98989898989899
PIX-STAR Photo-frame,0.7631578947368421,0.9354838709677419,0.8405797101449275
Samsung Galaxy Tab,0.9381443298969072,0.8125,0.8708133971291866
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9767441860465116,0.8155339805825242,0.8888888888888888
TP-Link Smart plug,0.9565217391304348,0.9565217391304348,0.9565217391304348
TPLink Router Bridge LAN,1.0,0.9996404171161453,0.9998201762272972
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,0.9984567901234568,0.9992277992277993
