device,precision,recall,f1
Amazon Echo,0.9963369963369964,1.0,0.998165137614679
Android Phone 2,0.579185520361991,0.49230769230769234,0.5322245322245323
Belkin Wemo switch,0.9894736842105263,0.9904214559386973,0.9899473432264241
Belkin wemo motion sensor,0.9830899308224442,0.99921875,0.9910887253002713
Dropcam,1.0,1.0,1.0
HP Printer,0.9872340425531915,1.0,0.9935760171306209
Laptop,0.964994586791772,0.9608336327703917,0.9629096146921138
Netatmo Welcome,1.0,1.0,1.0
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8712121212121212,1.0,0.9311740890688259
Samsung Galaxy Tab,0.7922077922077922,0.4103139013452915,0.5406203840472673
Samsung SmartCam,0.9933875890132248,0.9989769820971867,0.9961744452945677
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.963855421686747,1.0,0.9815950920245399
TP-Link Smart plug,0.4142857142857143,0.9666666666666667,0.58
TPLink Router Bridge LAN,0.9858990404672507,0.9986477349560514,0.9922324390141496
Triby Speaker,0.875,1.0,0.9333333333333333
Withings Smart Baby Monitor,1.0,0.9948805460750854,0.9974337040205303
