device,precision,recall,f1
Amazon Echo,0.9951100244498777,0.9951100244498777,0.9951100244498777
Android Phone 2,0.7099236641221374,0.7099236641221374,0.7099236641221374
Belkin Wemo switch,0.96875,0.9483747609942639,0.9584541062801932
Belkin wemo motion sensor,0.9571209800918836,0.9750390015600624,0.9659969088098919
Dropcam,0.999439461883408,1.0,0.9997196523689375
HP Printer,0.9915254237288136,1.0,0.9957446808510638
Laptop,1.0,1.0,1.0
Netatmo Welcome,0.9632352941176471,1.0,0.9812734082397003
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.9516129032258065,1.0,0.9752066115702479
Samsung Galaxy Tab,0.8333333333333334,0.7366071428571429,0.7819905213270142
Samsung SmartCam,0.9989785495403473,0.9989785495403473,0.9989785495403473
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,1.0,1.0,1.0
TP-Link Smart plug,0.5714285714285714,1.0,0.7272727272727273
TPLink Router Bridge LAN,1.0,0.9998309954368768,0.9999154905771993
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,0.9965986394557823,0.9982964224872232
