device,precision,recall,f1
Amazon Echo,0.9928425357873211,0.9989711934156379,0.9958974358974358
Android Phone 2,0.5892857142857143,0.825,0.6875
Belkin Wemo switch,0.5680147058823529,0.7186046511627907,0.6344969199178645
Belkin wemo motion sensor,0.6744868035190615,0.5099778270509978,0.5808080808080808
Dropcam,1.0,0.9994713190589479,0.9997355896351137
HP Printer,0.8523809523809524,0.8905472636815921,0.8710462287104623
Laptop,0.8125,0.7536231884057971,0.7819548872180451
Netatmo Welcome,0.9817833173537871,0.9846153846153847,0.9831973115698511
Netatmo weather station,1.0,0.9948453608247423,0.9974160206718347
PIX-STAR Photo-frame,0.8015267175572519,0.9051724137931034,0.8502024291497976
Samsung Galaxy Tab,0.8983957219251337,0.7601809954751131,0.8235294117647058
Samsung SmartCam,0.9544235924932976,0.9544235924932976,0.9544235924932976
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9390243902439024,0.7777777777777778,0.850828729281768
TP-Link Smart plug,0.6285714285714286,0.9777777777777777,0.7652173913043478
TPLink Router Bridge LAN,0.9998202408772245,0.9996405463695184,0.9997303855486654
Triby Speaker,0.9927536231884058,0.9856115107913669,0.9891696750902527
Withings Smart Baby Monitor,1.0,0.9930981595092024,0.9965371296652559
