device,precision,recall,f1
Amazon Echo,1.0,1.0,1.0
Android Phone 2,0.7870967741935484,0.9384615384615385,0.856140350877193
Belkin Wemo switch,1.0,0.9980842911877394,0.9990412272291467
Belkin wemo motion sensor,0.9984399375975039,1.0,0.9992193598750976
Dropcam,0.9994391475042064,1.0,0.9997194950911641
HP Printer,0.9914529914529915,1.0,0.9957081545064378
Laptop,1.0,1.0,1.0
Netatmo Welcome,0.9886363636363636,1.0,0.9942857142857143
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.9666666666666667,1.0,0.9830508474576272
Samsung Galaxy Tab,0.9570552147239264,0.6995515695067265,0.8082901554404145
Samsung SmartCam,0.9989785495403473,1.0,0.9994890137966275
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,1.0,1.0,1.0
TP-Link Smart plug,0.3488372093023256,1.0,0.5172413793103449
TPLink Router Bridge LAN,1.0,0.9998309668695065,0.9999154762910997
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,0.9965870307167235,0.9965870307167235,0.9965870307167235
