device,precision,recall,f1
Amazon Echo,1.0,0.9969418960244648,0.998468606431853
Android Phone 2,0.2222222222222222,1.0,0.36363636363636365
Belkin Wemo switch,0.5712820512820512,0.7856135401974612,0.661520190023753
Belkin wemo motion sensor,0.6820175438596491,0.4185733512786003,0.5187656380316931
Dropcam,1.0,1.0,1.0
HP Printer,0.9728033472803347,0.9567901234567902,0.9647302904564315
Laptop,1.0,0.9473684210526315,0.972972972972973
Netatmo Welcome,0.9975589910496339,1.0,0.9987780040733197
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.9092071611253197,0.9660326086956522,0.9367588932806324
Samsung Galaxy Tab,0.9944717444717445,0.941826643397324,0.9674335225575142
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9187969924812031,0.9458204334365325,0.9321128909229596
TP-Link Smart plug,0.9681818181818181,1.0,0.9838337182448037
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
