device,precision,recall,f1
Amazon Echo,0.9975429975429976,0.9926650366748166,0.9950980392156863
Android Phone 2,0.6503067484662577,0.8091603053435115,0.7210884353741497
Belkin Wemo switch,0.9821073558648111,0.9445506692160612,0.9629629629629629
Belkin wemo motion sensor,0.9532428355957768,0.9859594383775351,0.9693251533742331
Dropcam,0.9960871995528228,0.9994391475042064,0.9977603583426652
HP Printer,1.0,1.0,1.0
Laptop,1.0,0.9992821249102656,0.999640933572711
Netatmo Welcome,0.9562043795620438,1.0,0.9776119402985075
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.9365079365079365,1.0,0.9672131147540983
Samsung Galaxy Tab,0.9041916167664671,0.6741071428571429,0.7723785166240409
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,1.0,1.0,1.0
TP-Link Smart plug,0.7619047619047619,1.0,0.8648648648648649
TPLink Router Bridge LAN,1.0,0.9998309954368768,0.9999154905771993
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
