device,precision,recall,f1
Amazon Echo,0.9950980392156863,1.0,0.9975429975429976
Android Phone 2,0.5384615384615384,0.765625,0.632258064516129
Belkin Wemo switch,0.9811320754716981,1.0,0.9904761904761905
Belkin wemo motion sensor,1.0,1.0,1.0
Dropcam,1.0,1.0,1.0
HP Printer,0.9473684210526315,0.9473684210526315,0.9473684210526315
Laptop,0.9621542940320232,0.9510791366906475,0.9565846599131693
Netatmo Welcome,1.0,0.9922480620155039,0.9961089494163424
Netatmo weather station,0.8620689655172413,1.0,0.9259259259259259
PIX-STAR Photo-frame,0.6363636363636364,1.0,0.7777777777777778
Samsung Galaxy Tab,0.9259259259259259,0.45454545454545453,0.6097560975609756
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.8409090909090909,0.9487179487179487,0.891566265060241
TP-Link Smart plug,1.0,1.0,1.0
TPLink Router Bridge LAN,0.9983102399459277,0.9989854582346973,0.9986477349560514
Triby Speaker,0.8214285714285714,1.0,0.9019607843137255
Withings Smart Baby Monitor,1.0,1.0,1.0
