device,precision,recall,f1
Amazon Echo,1.0,0.9938271604938271,0.9969040247678018
Android Phone 2,0.6349206349206349,1.0,0.7766990291262136
Belkin Wemo switch,0.6907020872865275,0.8465116279069768,0.7607105538140021
Belkin wemo motion sensor,0.8074866310160428,0.6696230598669624,0.7321212121212122
Dropcam,0.9994715984147953,1.0,0.9997357293868921
HP Printer,0.9742268041237113,0.9402985074626866,0.9569620253164557
Laptop,0.9180327868852459,0.8115942028985508,0.8615384615384616
Netatmo Welcome,1.0,0.9990384615384615,0.9995189995189995
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.7516339869281046,0.9913793103448276,0.8550185873605948
Samsung Galaxy Tab,0.9588235294117647,0.7375565610859729,0.8337595907928389
Samsung SmartCam,1.0,1.0,1.0
Smart Things,0.9989059080962801,1.0,0.9994526546250684
TP-Link Day Night Cloud camera,0.985,0.9949494949494949,0.9899497487437185
TP-Link Smart plug,0.9767441860465116,0.9333333333333333,0.9545454545454546
TPLink Router Bridge LAN,1.0,0.9998202731847592,0.9999101285162219
Triby Speaker,0.9927536231884058,0.9856115107913669,0.9891696750902527
Withings Smart Baby Monitor,1.0,0.9992331288343558,0.9996164173379364
