device,precision,recall,f1
Amazon Echo,1.0,1.0,1.0
Android Phone 2,0.8333333333333334,1.0,0.9090909090909091
Belkin Wemo switch,0.7254901960784313,0.9079754601226994,0.8065395095367848
Belkin wemo motion sensor,0.8837209302325582,0.6666666666666666,0.76
Dropcam,1.0,0.9968454258675079,0.9984202211690363
HP Printer,0.9933774834437086,1.0,0.9966777408637874
Laptop,0.75,0.8571428571428571,0.8
Netatmo Welcome,1.0,1.0,1.0
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,1.0,1.0,1.0
Samsung Galaxy Tab,0.9821428571428571,0.9482758620689655,0.9649122807017544
Samsung SmartCam,1.0,1.0,1.0
Smart Things,0.9956709956709957,1.0,0.9978308026030369
TP-Link Day Night Cloud camera,1.0,0.9523809523809523,0.975609756097561
TP-Link Smart plug,0.6666666666666666,1.0,0.8
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
