device,precision,recall,f1
Amazon Echo,1.0,0.9876543209876543,0.9937888198757764
Android Phone 2,0.4722222222222222,0.6538461538461539,0.5483870967741935
Belkin Wemo switch,0.9811320754716981,1.0,0.9904761904761905
Belkin wemo motion sensor,1.0,1.0,1.0
Dropcam,1.0,1.0,1.0
HP Printer,0.9166666666666666,0.9565217391304348,0.9361702127659575
Laptop,0.9560439560439561,0.9388489208633094,0.9473684210526315
Netatmo Welcome,1.0,1.0,1.0
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.6111111111111112,1.0,0.7586206896551724
Samsung Galaxy Tab,0.7916666666666666,0.4318181818181818,0.5588235294117647
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.8421052631578947,1.0,0.9142857142857143
TP-Link Smart plug,0.75,1.0,0.8571428571428571
TPLink Router Bridge LAN,0.9983093829247676,0.9983093829247676,0.9983093829247676
Triby Speaker,0.8333333333333334,1.0,0.9090909090909091
Withings Smart Baby Monitor,1.0,1.0,1.0
