device,precision,recall,f1
Amazon Echo,0.9987760097919217,1.0,0.9993876301285977
Android Phone 2,0.8251748251748252,0.9076923076923077,0.8644688644688645
Belkin Wemo switch,0.9990412272291467,0.9980842911877394,0.9985625299472928
Belkin wemo motion sensor,0.9984399375975039,1.0,0.9992193598750976
Dropcam,1.0,1.0,1.0
HP Printer,1.0,1.0,1.0
Laptop,1.0,1.0,1.0
Netatmo Welcome,0.9942857142857143,1.0,0.997134670487106
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.9663865546218487,1.0,0.9829059829059829
Samsung Galaxy Tab,0.94,0.8430493273542601,0.8888888888888888
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,1.0,1.0,1.0
TP-Link Smart plug,0.7317073170731707,1.0,0.8450704225352113
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
