device,precision,recall,f1
Amazon Echo,1.0,0.9876543209876543,0.9937888198757764
Android Phone 2,0.4782608695652174,0.4230769230769231,0.4489795918367347
Belkin Wemo switch,0.9904761904761905,1.0,0.9952153110047847
Belkin wemo motion sensor,1.0,1.0,1.0
Dropcam,1.0,1.0,1.0
HP Printer,1.0,1.0,1.0
Laptop,0.925,0.9316546762589928,0.9283154121863799
Netatmo Welcome,1.0,1.0,1.0
Netatmo weather station,0.9090909090909091,1.0,0.9523809523809523
PIX-STAR Photo-frame,0.7857142857142857,1.0,0.88
Samsung Galaxy Tab,0.8888888888888888,0.36363636363636365,0.5161290322580645
Samsung SmartCam,0.9948979591836735,1.0,0.9974424552429667
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9411764705882353,1.0,0.9696969696969697
TP-Link Smart plug,0.3333333333333333,1.0,0.5
TPLink Router Bridge LAN,0.9883040935672515,1.0,0.9941176470588236
Triby Speaker,0.9090909090909091,1.0,0.9523809523809523
Withings Smart Baby Monitor,1.0,1.0,1.0
