device,precision,recall,f1
Amazon Echo,1.0,0.996415770609319,0.9982046678635548
Android Phone 2,0.75,1.0,0.8571428571428571
Belkin Wemo switch,0.6557377049180327,0.7766990291262136,0.7111111111111111
Belkin wemo motion sensor,0.7444444444444445,0.5982142857142857,0.6633663366336634
Dropcam,1.0,1.0,1.0
HP Printer,0.8785046728971962,0.912621359223301,0.8952380952380953
Laptop,0.9375,0.9375,0.9375
Netatmo Welcome,0.9902439024390244,0.9950980392156863,0.9926650366748166
Netatmo weather station,0.9782608695652174,1.0,0.989010989010989
PIX-STAR Photo-frame,0.6,0.40540540540540543,0.4838709677419355
Samsung Galaxy Tab,0.6229508196721312,0.6551724137931034,0.6386554621848739
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9375,0.8653846153846154,0.9
TP-Link Smart plug,0.47058823529411764,1.0,0.64
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,0.9565217391304348,0.9777777777777777
Withings Smart Baby Monitor,1.0,0.9968944099378882,0.9984447900466563
