device,precision,recall,f1
Amazon Echo,0.9823321554770318,0.996415770609319,0.9893238434163701
Android Phone 2,0.6428571428571429,1.0,0.782608695652174
Belkin Wemo switch,0.6617647058823529,0.8737864077669902,0.7531380753138075
Belkin wemo motion sensor,0.813953488372093,0.625,0.7070707070707071
Dropcam,1.0,1.0,1.0
HP Printer,0.9387755102040817,0.8932038834951457,0.9154228855721394
Laptop,0.9333333333333333,0.875,0.9032258064516129
Netatmo Welcome,1.0,0.9975490196078431,0.9987730061349693
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.725,0.7837837837837838,0.7532467532467533
Samsung Galaxy Tab,0.8461538461538461,0.5689655172413793,0.6804123711340206
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9803921568627451,0.9615384615384616,0.970873786407767
TP-Link Smart plug,0.5,1.0,0.6666666666666666
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,0.9583333333333334,1.0,0.9787234042553191
Withings Smart Baby Monitor,1.0,0.9968944099378882,0.9984447900466563
