device,precision,recall,f1
Amazon Echo,0.9255014326647565,0.9877675840978594,0.9556213017751479
Android Phone 2,0.5625,0.75,0.6428571428571429
Belkin Wemo switch,0.5242195909580194,0.68688293370945,0.5946275946275946
Belkin wemo motion sensor,0.5778210116731517,0.3997308209959623,0.47255369928400953
Dropcam,0.9989462592202318,1.0,0.9994728518713759
HP Printer,0.9572916666666667,0.9454732510288066,0.9513457556935818
Laptop,1.0,1.0,1.0
Netatmo Welcome,0.9881656804733728,0.9535073409461664,0.9705271897052719
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8943298969072165,0.9429347826086957,0.917989417989418
Samsung Galaxy Tab,0.9897590361445783,0.9557882489819662,0.9724770642201835
Samsung SmartCam,0.9507978723404256,0.9610215053763441,0.9558823529411765
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9142419601837672,0.9241486068111455,0.9191685912240185
TP-Link Smart plug,0.9711246200607903,1.0,0.9853508095605242
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
