device,precision,recall,f1
Amazon Echo,0.9775494672754946,0.9809087437953418,0.9792262245092433
Android Phone 2,0.08385744234800839,0.8,0.15180265654648956
Belkin Wemo switch,0.5710407239819004,0.6667840789010215,0.615209619759506
Belkin wemo motion sensor,0.6314508276533592,0.43596638655462183,0.5158083117916087
Dropcam,1.0,1.0,1.0
HP Printer,0.972872340425532,0.9406016970943687,0.9564648973722055
Laptop,0.9125,0.9605263157894737,0.9358974358974359
Netatmo Welcome,0.9681020733652312,0.9902120717781403,0.9790322580645161
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8593939393939394,0.9633152173913043,0.9083920563741191
Samsung Galaxy Tab,0.9980101302460203,0.8021227100901425,0.889408350798001
Samsung SmartCam,0.957217504898759,0.9848790322580645,0.9708512752567076
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9151624548736462,0.9798994974874372,0.9464252380063468
TP-Link Smart plug,0.7728096676737161,1.0,0.8718473074301295
TPLink Router Bridge LAN,1.0,0.9991015274034142,0.9995505617977528
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
