device,precision,recall,f1
Amazon Echo,0.9980879541108987,0.9923954372623575,0.9952335557673975
Android Phone 2,0.7692307692307693,1.0,0.8695652173913043
Belkin Wemo switch,0.6022304832713755,0.7788461538461539,0.6792452830188679
Belkin wemo motion sensor,0.6964285714285714,0.5176991150442478,0.5939086294416244
Dropcam,0.9994708994708995,1.0,0.9997353797300873
HP Printer,0.8817733990147784,0.9179487179487179,0.8994974874371859
Laptop,0.8611111111111112,0.9117647058823529,0.8857142857142857
Netatmo Welcome,0.993006993006993,0.9947460595446584,0.9938757655293088
Netatmo weather station,0.9705882352941176,1.0,0.9850746268656716
PIX-STAR Photo-frame,0.8055555555555556,0.9354838709677419,0.8656716417910447
Samsung Galaxy Tab,0.8961038961038961,0.6160714285714286,0.7301587301587301
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9361702127659575,0.8543689320388349,0.8934010152284264
TP-Link Smart plug,0.6111111111111112,0.9565217391304348,0.7457627118644068
TPLink Router Bridge LAN,0.9996405463695184,1.0,0.9998202408772245
Triby Speaker,0.9705882352941176,1.0,0.9850746268656716
Withings Smart Baby Monitor,1.0,0.9969135802469136,0.9984544049459042
