device,precision,recall,f1
Amazon Echo,1.0,0.9926470588235294,0.996309963099631
Android Phone 2,0.48,0.36923076923076925,0.41739130434782606
Belkin Wemo switch,0.9904580152671756,0.9942528735632183,0.9923518164435946
Belkin wemo motion sensor,0.9770642201834863,0.9984375,0.9876352395672334
Dropcam,1.0,1.0,1.0
HP Printer,0.9747899159663865,1.0,0.9872340425531915
Laptop,0.9681952662721893,0.9403735632183908,0.9540816326530612
Netatmo Welcome,0.9961832061068703,1.0,0.9980879541108987
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8405797101449275,1.0,0.9133858267716536
Samsung Galaxy Tab,0.7454545454545455,0.36771300448430494,0.4924924924924925
Samsung SmartCam,0.9918864097363083,1.0,0.9959266802443992
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.963855421686747,1.0,0.9815950920245399
TP-Link Smart plug,0.42424242424242425,0.9333333333333333,0.5833333333333334
TPLink Router Bridge LAN,0.9789526019224395,0.9984787018255578,0.9886192468619247
Triby Speaker,0.8305084745762712,1.0,0.9074074074074074
Withings Smart Baby Monitor,1.0,0.9931740614334471,0.9965753424657534
