device,precision,recall,f1
Amazon Echo,1.0,0.998472116119175,0.9992354740061162
Android Phone 2,0.11312217194570136,1.0,0.2032520325203252
Belkin Wemo switch,0.65424739195231,0.9281183932346723,0.7674825174825175
Belkin wemo motion sensor,0.8590021691973969,0.5326160053799597,0.6575342465753424
Dropcam,1.0,1.0,1.0
HP Printer,0.9951690821256038,0.9537037037037037,0.9739952718676123
Laptop,1.0,0.9473684210526315,0.972972972972973
Netatmo Welcome,0.9975589910496339,1.0,0.9987780040733197
Netatmo weather station,0.9991532599491956,1.0,0.9995764506565015
PIX-STAR Photo-frame,0.8201117318435754,0.9972826086956522,0.9000613120784795
Samsung Galaxy Tab,0.9975728155339806,0.8365804012794417,0.9100110706942907
Samsung SmartCam,1.0,0.9993279569892473,0.9996638655462184
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,1.0,0.9953596287703016,0.9976744186046511
TP-Link Smart plug,0.9295058139534884,1.0,0.9634651600753296
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
