device,precision,recall,f1
Amazon Echo,0.9961977186311787,0.9961977186311787,0.9961977186311787
Android Phone 2,0.6428571428571429,0.9,0.75
Belkin Wemo switch,0.58984375,0.7259615384615384,0.6508620689655172
Belkin wemo motion sensor,0.6702702702702703,0.5486725663716814,0.6034063260340633
Dropcam,1.0,1.0,1.0
HP Printer,0.8719211822660099,0.9076923076923077,0.8894472361809045
Laptop,0.7837837837837838,0.8529411764705882,0.8169014084507042
Netatmo Welcome,0.9859154929577465,0.9807355516637478,0.9833187006145742
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8,0.9032258064516129,0.8484848484848485
Samsung Galaxy Tab,0.9191919191919192,0.8125,0.8625592417061612
Samsung SmartCam,0.9490445859872612,0.9581993569131833,0.9536
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9404761904761905,0.7669902912621359,0.8449197860962567
TP-Link Smart plug,0.9583333333333334,1.0,0.9787234042553191
TPLink Router Bridge LAN,1.0,0.9992808342322905,0.9996402877697842
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,0.9984567901234568,0.9992277992277993
