device,precision,recall,f1
Amazon Echo,0.9989669421487604,0.9948559670781894,0.9969072164948454
Android Phone 2,0.6333333333333333,0.95,0.76
Belkin Wemo switch,0.6709558823529411,0.8488372093023255,0.7494866529774127
Belkin wemo motion sensor,0.7922437673130194,0.6341463414634146,0.7044334975369458
Dropcam,0.9992076069730587,1.0,0.9996036464526358
HP Printer,0.9816272965879265,0.9303482587064676,0.9553001277139208
Laptop,0.9516129032258065,0.855072463768116,0.9007633587786259
Netatmo Welcome,1.0,0.9980769230769231,0.9990375360923965
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.6909090909090909,0.9827586206896551,0.8113879003558719
Samsung Galaxy Tab,0.9084967320261438,0.6289592760180995,0.7433155080213903
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,1.0,0.9595959595959596,0.979381443298969
TP-Link Smart plug,0.7096774193548387,0.9777777777777777,0.822429906542056
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,0.9976993865030674,0.9988483685220729
