device,precision,recall,f1
Amazon Echo,0.9701046337817638,0.9923547400611621,0.981103552532124
Android Phone 2,0.38461538461538464,0.8333333333333334,0.5263157894736842
Belkin Wemo switch,0.55125284738041,0.6826516220028209,0.6099558916194077
Belkin wemo motion sensor,0.6259842519685039,0.42799461641991926,0.5083932853717026
Dropcam,1.0,1.0,1.0
HP Printer,0.9743863393810032,0.9393004115226338,0.9565217391304348
Laptop,1.0,0.8947368421052632,0.9444444444444444
Netatmo Welcome,0.9754701553556827,0.9730831973898858,0.9742752143732135
Netatmo weather station,0.9983079526226735,1.0,0.9991532599491956
PIX-STAR Photo-frame,0.8874841972187105,0.9538043478260869,0.9194499017681729
Samsung Galaxy Tab,0.9969325153374233,0.7562536358347877,0.8600727753886868
Samsung SmartCam,0.968,0.9758064516129032,0.9718875502008032
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9022662889518414,0.9860681114551083,0.9423076923076923
TP-Link Smart plug,0.6333002973240832,1.0,0.7754854368932039
TPLink Router Bridge LAN,1.0,1.0,1.0
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
