device,precision,recall,f1
Amazon Echo,0.989247311827957,0.989247311827957,0.989247311827957
Android Phone 2,0.625,0.5555555555555556,0.5882352941176471
Belkin Wemo switch,0.5934959349593496,0.7087378640776699,0.6460176991150443
Belkin wemo motion sensor,0.6666666666666666,0.5714285714285714,0.6153846153846154
Dropcam,0.9989417989417989,1.0,0.9994706193753309
HP Printer,0.8811881188118812,0.8640776699029126,0.8725490196078431
Laptop,0.8461538461538461,0.6875,0.7586206896551724
Netatmo Welcome,0.9733009708737864,0.9828431372549019,0.9780487804878049
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.65,0.35135135135135137,0.45614035087719296
Samsung Galaxy Tab,0.6119402985074627,0.7068965517241379,0.656
Samsung SmartCam,0.9594594594594594,0.9466666666666667,0.9530201342281879
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9333333333333333,0.8076923076923077,0.865979381443299
TP-Link Smart plug,0.47058823529411764,1.0,0.64
TPLink Router Bridge LAN,0.9949928469241774,1.0,0.9974901398350663
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,0.996875,0.9906832298136646,0.9937694704049844
