device,precision,recall,f1
Amazon Echo,1.0,0.998472116119175,0.9992354740061162
Android Phone 2,0.15789473684210525,0.96,0.2711864406779661
Belkin Wemo switch,0.5935002663825253,0.7850599013389711,0.6759708737864077
Belkin wemo motion sensor,0.7336394948335246,0.429724277067922,0.5419847328244275
Dropcam,1.0,1.0,1.0
HP Printer,0.9763903462749213,0.9573045267489712,0.9667532467532467
Laptop,0.9230769230769231,0.9473684210526315,0.935064935064935
Netatmo Welcome,0.998371335504886,1.0,0.9991850040749797
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.868151715833835,0.9796195652173914,0.920523459942547
Samsung Galaxy Tab,0.977997799779978,0.2585053794707764,0.4089236430542778
Samsung SmartCam,0.9993284083277367,1.0,0.9996640913671482
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9395043731778425,0.9969064191802011,0.9673545966228893
TP-Link Smart plug,0.35458830052675355,1.0,0.5235366352844862
TPLink Router Bridge LAN,0.9996404171161453,0.9992810927390366,0.9994607226316735
Triby Speaker,1.0,1.0,1.0
Withings Smart Baby Monitor,1.0,1.0,1.0
