device,precision,recall,f1
Amazon Echo,0.9950738916256158,0.9950738916256158,0.9950738916256158
Android Phone 2,0.618421052631579,0.734375,0.6714285714285714
Belkin Wemo switch,0.9848484848484849,1.0,0.9923664122137404
Belkin wemo motion sensor,1.0,1.0,1.0
Dropcam,1.0,1.0,1.0
HP Printer,0.9661016949152542,1.0,0.9827586206896551
Laptop,0.9579100145137881,0.9496402877697842,0.953757225433526
Netatmo Welcome,1.0,0.9922480620155039,0.9961089494163424
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8235294117647058,1.0,0.9032258064516129
Samsung Galaxy Tab,0.9411764705882353,0.43636363636363634,0.5962732919254659
Samsung SmartCam,0.9959183673469387,1.0,0.9979550102249489
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.975,1.0,0.9873417721518988
TP-Link Smart plug,0.3,1.0,0.46153846153846156
TPLink Router Bridge LAN,0.9932795698924731,0.9996618194115657,0.9964604753076015
Triby Speaker,0.7931034482758621,1.0,0.8846153846153846
Withings Smart Baby Monitor,1.0,1.0,1.0
