device,precision,recall,f1
Amazon Echo,0.9975308641975309,0.9975308641975309,0.9975308641975309
Android Phone 2,0.6219512195121951,0.8031496062992126,0.7010309278350515
Belkin Wemo switch,0.9848197343453511,1.0,0.9923518164435946
Belkin wemo motion sensor,1.0,1.0,1.0
Dropcam,1.0,1.0,1.0
HP Printer,0.9826086956521739,1.0,0.9912280701754386
Laptop,0.962589928057554,0.9632829373650108,0.9629363080244693
Netatmo Welcome,1.0,0.9961240310077519,0.9980582524271845
Netatmo weather station,1.0,1.0,1.0
PIX-STAR Photo-frame,0.8870967741935484,1.0,0.9401709401709402
Samsung Galaxy Tab,0.941747572815534,0.4409090909090909,0.6006191950464397
Samsung SmartCam,0.9969325153374233,1.0,0.9984639016897081
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.9871794871794872,1.0,0.9935483870967742
TP-Link Smart plug,0.27906976744186046,1.0,0.43636363636363634
TPLink Router Bridge LAN,0.9954522486104093,0.9994926433282597,0.9974683544303797
Triby Speaker,0.92,1.0,0.9583333333333334
Withings Smart Baby Monitor,1.0,1.0,1.0
