device,precision,recall,f1
Amazon Echo,1.0,0.9938271604938271,0.9969040247678018
Android Phone 2,0.5967741935483871,0.7254901960784313,0.6548672566371682
Belkin Wemo switch,0.9765258215962441,1.0,0.9881235154394299
Belkin wemo motion sensor,0.99609375,1.0,0.9980430528375733
Dropcam,0.9971988795518207,1.0,0.9985974754558204
HP Printer,0.9787234042553191,1.0,0.989247311827957
Laptop,0.9622302158273381,0.9622302158273381,0.9622302158273381
Netatmo Welcome,1.0,1.0,1.0
Netatmo weather station,0.9090909090909091,1.0,0.9523809523809523
PIX-STAR Photo-frame,0.6875,1.0,0.8148148148148148
Samsung Galaxy Tab,0.8444444444444444,0.4318181818181818,0.5714285714285714
Samsung SmartCam,1.0,1.0,1.0
Smart Things,1.0,1.0,1.0
TP-Link Day Night Cloud camera,0.8157894736842105,1.0,0.8985507246376812
TP-Link Smart plug,0.8333333333333334,1.0,0.9090909090909091
TPLink Router Bridge LAN,0.9983100971694128,0.9987320371935756,0.9985210226072259
Triby Speaker,0.8636363636363636,1.0,0.926829268292683
Withings Smart Baby Monitor,1.0,1.0,1.0
